row_id,user_id,item_id,timestamp,target
65356,916,1046,880845722,0
36068,493,275,884131357,0
45947,625,214,891961632,1
38804,235,318,889654971,1
27991,13,95,882140104,1
21917,124,209,890399902,0
61454,837,289,875721539,1
19972,380,300,885481179,0
80487,758,568,881977669,1
24186,493,82,884132058,1
53562,805,715,881698828,1
44880,442,33,883388508,0
45888,488,1039,891294654,1
84921,804,671,879445493,0
23844,462,289,886365837,1
37199,23,91,884550049,1
94053,763,159,878917818,0
81949,551,54,892784093,0
99513,57,121,883697432,1
73952,726,323,889828641,0
87913,863,362,889289122,0
5692,145,203,875271948,1
92477,710,277,882063967,1
18308,7,307,891350703,1
43222,274,628,878945505,1
2713,11,746,891905032,1
69990,936,952,886832966,1
15571,280,387,891701974,1
35485,315,175,879799423,1
60894,712,506,874730520,0
54640,747,205,888639102,1
13542,1,10,875693118,0
21853,429,569,882387506,0
87997,525,7,881086051,0
91499,422,7,875129882,0
34384,83,477,887665798,0
20499,117,743,881010401,0
94977,805,1157,881696124,1
50732,699,109,879147109,0
47281,698,177,886367366,0
4653,260,319,890618198,0
7836,222,401,878184422,0
7858,303,1224,879485475,0
32459,533,430,879191972,1
45208,561,665,885810309,0
37545,62,62,879375781,0
28679,203,276,880434810,1
45552,580,181,884125042,1
14406,405,1565,885549463,0
19102,326,603,879875203,1
64312,729,748,893286638,1
45392,670,615,877974605,0
79963,875,289,876464800,1
32263,425,340,890346264,1
49673,394,73,881058929,0
67682,650,478,891371186,1
92220,771,496,880659606,1
51096,643,66,891448786,0
7340,96,170,884403866,1
87907,870,87,889717575,1
42063,189,663,893265773,0
61783,779,300,875501300,0
61988,673,315,888786942,1
94627,843,234,879443297,1
43180,87,195,879875736,1
39631,621,249,880738282,1
34203,330,177,876546267,1
32612,450,311,885945425,1
13287,92,551,875906882,0
3095,79,508,891271676,0
68859,639,655,891239406,0
20670,387,114,886484336,1
42432,311,192,884366528,0
11409,274,208,878946473,1
64258,643,679,891447747,0
61965,398,196,875746951,1
42021,52,318,882922974,1
42947,115,654,881171409,1
7701,314,42,877888610,1
65646,638,229,876695108,0
82417,796,236,893048149,1
40233,152,1300,886535827,1
23369,452,792,887890364,1
33990,446,292,879786838,1
43253,458,588,886396460,1
256,250,7,878089716,1
16706,206,891,888180049,0
19603,13,11,882397146,0
13868,201,50,884114471,1
36464,189,162,893266230,0
12789,318,485,884495921,1
76862,536,191,882360187,1
56834,778,262,891482843,1
53631,538,153,877106976,1
30000,338,514,879438114,1
17542,374,552,880938255,1
68789,894,336,879982820,0
21911,389,401,880088578,0
52841,524,550,884636958,0
63476,716,601,879794892,1
17972,260,313,890618198,1
23603,373,1188,877106597,0
3022,293,167,888907702,0
80933,864,692,888890316,0
39246,507,352,889964274,0
61660,704,497,891397764,0
13195,230,526,880485159,0
76145,655,953,887427243,0
23224,181,1349,878962278,0
6871,90,6,891384357,1
5928,256,97,882165103,1
35836,385,305,879740222,1
7226,94,39,891721317,0
47088,707,496,886286433,0
83739,663,315,889491560,1
83140,851,984,874809850,0
8033,92,318,875653307,0
5881,198,11,884207392,1
84376,593,468,886193438,0
34190,487,779,884050879,0
90512,159,597,880989838,1
34504,237,659,879376553,1
44118,457,117,882393457,1
14670,413,306,879968793,1
71411,177,127,880130667,1
96660,860,663,885991101,0
44704,545,820,879901359,0
25799,234,591,892335142,0
1991,49,38,888068289,0
94820,890,604,882403299,1
49885,262,172,879791875,0
10018,200,743,891825607,0
84617,497,55,879310705,0
32990,451,881,879012721,1
59277,716,488,879796171,1
78813,889,93,880177219,0
39609,405,577,885547557,0
77490,934,145,891196610,0
76321,886,200,876031573,0
61628,316,192,880854267,0
75946,868,59,877103757,1
128,250,264,878089182,0
24179,331,32,877196633,1
40437,608,238,880403810,1
47268,548,1089,891044049,0
15047,276,94,882659602,0
77483,274,744,878945678,1
74346,795,395,883255008,0
47026,694,275,875727640,1
99718,704,340,891396636,0
17853,373,658,877105781,1
32020,441,751,891035247,1
30310,332,328,887916217,1
11833,308,693,887738104,0
30680,325,208,891478771,0
1858,224,873,888082187,0
44080,200,62,884130146,1
53022,788,70,880869908,1
73188,892,501,886611023,0
79962,246,252,884924473,0
83013,762,332,878718996,0
52886,798,988,875295469,0
89834,943,406,875502597,0
23125,330,148,876544781,1
53142,229,751,891632164,0
9582,343,951,876406144,0
91337,917,696,882912385,1
82908,330,64,876546409,1
82473,758,652,881975853,1
84687,881,22,876538028,1
13585,56,1036,892910544,0
53265,745,8,880123627,1
81169,880,380,880242281,0
89048,864,159,888891049,1
27072,416,25,876697243,1
93925,892,228,886608095,0
27343,313,168,891013589,0
3585,200,72,884129542,1
71605,727,941,883711874,0
79791,504,44,887838846,1
50394,145,62,885557699,0
44063,692,285,876953204,0
21866,458,174,886397109,0
7874,136,313,882693234,0
27270,144,144,888105254,1
61397,457,204,882397699,1
3001,92,763,886443192,0
23787,437,1211,881001208,1
66621,798,722,875914534,0
92321,910,831,881421142,0
773,44,660,878347915,1
47081,504,70,887838869,0
13076,286,57,877533419,1
52936,804,11,879442954,1
39594,553,111,879948869,1
54246,51,134,883498844,0
75102,709,423,879846741,0
61553,92,546,875640512,0
32466,399,1244,882341607,0
39360,611,303,891636073,0
47635,659,942,891386347,0
88923,896,328,887235731,0
61070,58,111,884304638,1
4692,327,497,887818658,1
37407,291,210,875086491,1
55939,406,420,879793112,1
264,268,2,875744173,0
73127,655,1380,887425625,1
83355,585,275,891283124,1
94924,896,642,887160702,0
47439,651,268,880126473,0
56452,346,153,874948252,0
24215,383,268,891192338,1
4080,92,1215,890251747,0
33398,60,30,883325944,1
33167,42,627,881109271,0
76458,222,147,877563694,1
84940,342,476,875318488,1
52612,586,841,884063854,0
84170,62,116,879372480,0
22809,405,49,885547407,0
42746,374,558,882158738,0
62882,848,162,887048541,0
10380,327,583,887820341,0
19135,276,124,880913800,1
54725,686,176,879545413,0
28996,84,543,883453713,1
94742,72,844,880035708,1
39664,312,207,891699121,1
33636,449,459,879958803,1
49019,546,145,885141502,1
7128,154,806,879139040,1
37266,478,137,889398260,1
64495,82,112,877452357,0
97113,749,203,878848639,1
16451,189,174,893265160,1
47896,234,1452,892335342,1
11806,393,651,889728238,1
18497,297,137,874954425,1
46327,622,496,882592314,1
75712,594,19,874781004,0
6234,1,233,878542552,0
18797,275,946,875154535,0
66566,846,72,883950129,1
71902,920,332,884219953,0
57790,782,872,891498513,0
12659,59,95,888204758,0
42375,496,158,876069951,0
62436,727,174,883710186,1
73353,686,11,879546083,1
34786,144,647,888105338,1
38753,311,509,884366590,0
23967,85,432,880838305,1
20158,303,2,879467191,0
37526,416,364,886319855,0
10833,245,411,888513425,0
33334,434,148,886724797,0
3854,119,269,892564213,0
25980,472,739,875982967,1
20231,438,321,879867960,1
17385,242,237,879740594,1
16461,405,650,885546336,0
13370,43,402,883956283,1
87349,847,740,878938982,1
92294,524,174,884634911,1
6046,286,96,877532385,1
28510,455,222,878585775,0
25750,487,12,883445580,1
99915,764,281,876243854,0
26933,315,327,879799583,1
36120,592,147,882608357,1
19057,391,748,877398619,0
96864,527,9,879455873,1
26034,18,949,880131559,0
63521,42,941,881109060,1
76012,374,96,880938870,1
20412,332,106,887938687,1
36457,25,837,885852611,1
55703,144,116,888104258,1
46082,698,529,886366731,1
99271,699,70,878883038,1
75558,207,538,880853139,0
16392,436,238,887769693,0
73210,314,1053,877891490,1
25445,11,508,891903005,1
87676,201,1103,884140487,0
79048,312,1172,891699538,1
17541,25,432,885852443,0
80040,886,1119,876032553,1
702,49,302,888065432,1
98866,548,183,891044410,1
47942,214,173,892668249,1
39635,109,928,880572134,0
37060,606,95,880924188,1
35240,385,492,879445531,0
87947,932,109,891251891,0
83872,96,234,884403336,1
43581,271,924,885847974,0
44878,49,171,888066551,1
32358,568,606,877907720,1
78114,299,597,877880111,0
64229,863,1038,889289327,0
3233,102,264,883277645,0
25350,371,423,880435071,1
39375,620,563,889987682,1
98415,774,219,888557739,1
32445,320,800,884751190,1
22103,24,55,875323308,1
15217,405,699,885546247,0
85139,897,173,879990779,0
71787,885,402,885715489,0
65878,778,268,890803859,0
11893,87,97,879877825,1
62746,564,1016,888730699,0
61539,820,748,887955223,0
89082,932,191,891249620,1
72882,698,131,886366955,1
78882,891,237,891638601,1
921,224,178,888082468,1
45343,594,988,874780945,0
54813,726,257,889831166,0
30127,7,178,891350932,1
68660,928,333,880937258,0
52012,593,50,875660009,1
98364,868,174,877107320,1
97345,919,406,875289417,0
67920,826,449,885690819,1
34137,439,237,882893220,1
93005,878,755,880870486,0
18373,387,210,886482928,1
20217,246,758,884924813,0
30829,551,223,892776650,1
77253,664,173,876525963,1
53690,387,62,886483252,0
32512,394,233,881058062,0
53840,532,535,888637085,1
62549,215,87,891436543,1
96563,291,562,874835242,1
82435,178,531,882826242,1
48911,490,50,875428765,1
40268,653,1210,880153705,0
32071,561,501,885808620,0
43814,474,291,887916567,1
99194,821,14,874792369,1
85348,670,96,877975070,1
77522,804,199,879442239,1
49097,561,657,885807235,1
84746,795,425,883249522,0
74970,694,135,875727018,1
2323,201,686,884112352,0
65236,806,475,882385083,1
69055,738,1047,875351872,0
82697,585,557,891285820,1
34975,608,150,880406299,0
5903,7,654,892135347,1
89374,189,1154,893265380,0
93965,924,28,885457827,1
27049,450,451,882398220,1
15057,294,926,877819713,0
39719,343,449,876407138,1
50159,236,427,890118153,1
24237,379,285,880524753,1
19392,76,327,875027271,0
92148,919,275,875288522,1
98080,891,597,883489324,0
19815,459,934,879563639,0
34704,138,56,879024232,1
74562,295,402,879518820,1
90141,887,143,881379781,1
58500,83,820,881971231,0
22511,212,199,879303831,1
1639,181,408,878962550,0
37863,455,176,879111960,0
84095,524,663,884635358,0
10206,387,32,886479737,1
28518,267,408,878974783,1
67248,698,96,886366515,1
40408,577,423,880472124,1
25987,472,255,892791017,1
46290,727,123,883709402,0
29705,535,923,879617531,1
85375,576,678,886960535,0
9996,178,195,882826944,1
10758,16,160,877722001,1
15865,296,240,884196765,0
81476,828,59,891036972,1
56755,773,665,888540187,0
33917,323,11,878739953,1
47810,59,774,888206562,0
34525,326,609,879875930,0
92562,130,239,878538071,1
87469,747,96,888639397,1
4623,32,276,883717913,1
43916,176,286,886046979,0
67673,943,11,888639000,1
81562,642,734,886569960,0
54500,606,747,880927468,1
37885,312,531,891698254,1
6832,268,1059,875743310,0
49090,745,520,880123696,0
31224,339,4,891033653,1
96667,734,230,891022803,0
52058,758,197,881975687,0
88026,889,739,880182517,0
92718,924,313,886065805,1
95367,935,281,884472310,1
98066,846,633,883948534,0
30404,269,42,891449646,1
82642,474,678,887915020,0
46614,586,238,884059027,0
18478,97,32,884239791,1
41797,416,1054,876698083,0
72989,714,1028,892777877,1
41246,392,209,891038978,1
43987,141,1014,884585572,0
85877,807,205,892528605,0
51402,408,294,889680045,1
22675,334,333,891544233,1
73365,72,58,880036638,1
10899,216,7,880232719,1
43593,648,174,884882664,1
32901,561,468,885809291,0
13773,393,294,887742145,1
52578,129,304,883244707,0
17195,181,258,878961709,0
614,298,181,884125629,1
11089,115,763,881170725,0
51000,524,478,884637376,0
6821,43,225,875975579,0
3229,292,653,881105442,1
86110,276,696,874786632,0
68415,644,330,889076173,1
73122,897,435,879991069,0
45357,679,181,884487279,1
11478,91,230,891439560,1
16280,263,423,891299630,1
491,116,350,886977926,0
62304,867,96,880078656,1
41998,436,313,887768521,1
22017,405,778,885546248,0
58534,301,404,882076463,0
98174,927,99,879195472,0
22124,448,269,891887338,1
10809,13,71,882398654,1
16227,58,198,884305123,0
32579,189,207,893266161,1
37950,378,273,880044221,1
57044,661,166,888300194,1
26637,508,172,883767157,1
20691,89,13,879441672,0
56653,561,503,885808887,1
87357,709,226,879848551,0
19291,436,742,887769050,1
97410,924,9,886759657,1
6299,297,98,875238579,1
44000,429,418,882386096,0
92623,655,1284,887477511,0
24134,144,196,888105743,1
67760,894,690,879896200,1
30621,181,456,878962586,0
93832,877,584,882677507,1
86043,734,485,891022976,1
43121,639,664,891239324,0
49802,648,430,884881563,1
73328,894,327,881625708,1
83307,1,3,878542960,1
12811,290,832,880732491,0
97610,557,307,881179653,1
63988,798,79,875638627,1
93385,916,280,880843864,0
71202,936,1086,886832134,0
16497,203,250,880434495,1
82281,250,259,883262792,0
20225,271,107,885848179,0
2844,95,174,879196231,1
45593,495,660,888635144,0
77828,764,64,876244991,1
71523,893,1218,874830338,0
33029,401,1289,891032495,0
49705,305,287,886324097,0
57438,724,882,883758267,0
54972,734,699,891022752,1
88111,837,125,875722032,1
80410,886,1065,876033731,1
87857,301,334,882075500,0
39938,551,975,892784130,1
79243,933,403,874939105,0
5020,267,684,878973088,1
54767,796,202,893047167,1
42426,83,298,891181511,1
71538,249,853,879572256,1
44996,436,1048,887770379,0
90601,851,310,891961663,1
33082,551,307,892775516,1
47944,95,216,880573287,1
92402,561,206,885809506,0
52843,70,101,884150753,0
64564,538,318,877106768,1
84345,361,155,879441008,0
3482,232,275,885939945,0
47725,455,276,879109594,1
47010,711,137,886030557,1
22328,198,1142,884205114,1
21177,230,621,880485380,0
60182,677,245,885191403,1
91964,862,969,879304410,1
33964,535,59,879618338,0
5970,239,312,889181247,0
79358,178,100,882823758,1
12548,23,13,874784497,1
82992,593,283,875659665,1
75550,186,1213,879023882,0
15343,125,732,879455019,1
58503,389,588,879991298,1
78214,405,357,885544974,1
76984,882,50,879867694,1
70088,724,286,883758268,0
46645,557,887,881179118,0
17183,411,405,891035152,1
72404,807,161,892528919,1
8193,295,485,879517558,1
1517,246,425,884921918,1
4733,28,282,881957425,1
40249,321,519,879441336,1
37766,387,508,886479690,1
35661,160,15,876768609,0
64532,796,720,893048562,1
6425,214,285,892668153,1
52150,439,100,882892705,0
99221,354,283,891216632,1
1205,291,15,874833668,1
89649,178,174,882826719,1
28098,422,515,875129882,1
79513,474,25,887916608,1
23540,60,210,883326241,1
91403,641,558,879370299,1
22260,237,705,879376487,0
74951,426,519,879444117,1
66709,665,660,884294935,1
90767,536,95,882360361,1
53737,485,748,891041551,0
1749,104,7,888465972,0
16050,338,606,879438275,0
85040,536,87,882359584,0
90489,548,98,891044410,1
58179,748,179,879454728,1
53824,458,181,886396824,0
19545,325,345,891477660,0
18875,175,132,877107712,0
75626,551,433,892777787,1
92270,411,202,891035663,1
6495,49,590,888067579,0
87826,638,511,876695478,0
4699,246,1073,884921380,1
90623,522,180,876960824,1
19917,223,332,891548802,1
85574,846,1297,883950665,0
93160,833,201,875134150,1
76267,222,692,878182370,1
65594,880,728,880243410,1
37620,374,123,880393511,0
99073,1,94,875072956,0
98529,569,328,879793253,1
93458,15,845,879456108,0
58640,379,141,880525839,1
96267,886,546,876031550,0
37376,457,509,882398086,1
98282,916,195,880844920,0
72481,940,174,885921310,1
73939,291,223,874867912,1
87933,899,518,884121379,1
83635,866,347,891221165,1
60789,867,79,880079142,1
31692,178,819,882824670,0
75064,326,9,879875852,0
45756,207,242,890793823,1
53856,486,10,879874871,1
2351,318,257,884471030,1
45535,660,71,891200430,0
19518,239,340,889178513,1
66417,716,180,879794815,0
94603,336,579,877757373,0
67559,837,280,875722350,0
69613,324,763,880575589,1
96308,207,792,876079016,0
65427,648,204,884368002,1
3533,299,271,879737472,0
14607,313,56,891014313,0
14043,345,26,884993555,0
9368,233,654,877665191,1
88943,919,1014,875289384,1
42250,67,1052,875379419,0
89478,370,173,879434707,0
66075,875,96,876465144,1
72270,763,607,878917850,1
93784,190,9,891033725,0
5102,201,461,884113924,1
70608,659,443,891385136,1
50206,686,99,879546553,1
5428,185,237,883526268,1
51386,676,508,892686134,0
36263,560,258,879975116,1
35452,303,170,879467574,1
26091,348,126,886523560,1
46836,92,735,875656121,0
90694,666,50,880313447,0
43891,138,509,879024232,1
52695,172,463,875537502,1
47363,593,140,875671226,1
14365,199,286,883782485,1
62675,588,63,890028385,1
93528,618,33,891309351,0
41180,541,121,883871695,0
6316,193,234,889126551,0
90664,378,204,880056826,1
32685,551,135,892778129,1
2891,256,692,882165066,1
16801,293,739,888906804,0
25179,497,252,879310650,0
83469,764,25,876243015,0
3129,217,195,889069709,1
9016,125,270,881357122,1
78825,122,513,879270084,1
89916,717,1011,884644419,1
26557,305,121,886324898,0
11930,267,475,878970368,1
22358,429,56,882384683,1
27966,490,123,875428570,0
52998,186,258,879720880,0
55004,401,892,891031867,0
91411,206,326,888179713,0
35492,601,176,876348820,0
75077,883,461,891717988,1
20261,119,52,890627339,0
51687,630,288,885666102,1
39544,591,235,891039676,0
63810,537,539,886029212,0
72857,708,1152,892719143,1
8021,314,765,877889480,0
59364,537,213,886031830,1
28303,389,131,880087739,0
51732,398,205,875660535,1
86969,922,91,891448833,1
94308,846,615,883948003,1
71738,10,699,877893020,1
15679,334,168,891546914,1
34330,474,178,887926105,1
86917,925,561,884718100,0
38219,532,151,892519935,1
45157,655,1252,887425601,0
9666,48,266,879434387,0
47483,588,873,890014887,0
65157,712,738,874956841,1
70023,854,922,882813143,1
99236,339,217,891034254,0
33989,487,183,883446637,1
90683,886,58,876032331,1
69204,918,275,891987176,1
92025,930,411,879535272,0
18093,57,321,883696629,1
79271,659,183,891385079,1
16554,435,380,884133026,0
23766,58,300,884388247,1
93146,230,69,880484338,1
83918,311,739,884365823,1
55341,749,295,881602635,0
86426,275,174,875155257,1
20023,404,328,883790749,1
90537,445,879,891199331,0
48986,620,404,889988232,1
89173,697,271,882621460,1
36433,421,448,892241687,0
15662,269,763,891450555,0
90155,833,197,875123427,0
9502,262,98,879792331,1
83677,775,245,891032989,0
71365,243,367,879988976,0
2935,286,151,875806800,1
582,276,40,874791871,0
12422,393,596,887743611,1
15894,276,816,874792793,0
41326,653,181,878854145,1
25173,94,192,891721142,1
50983,470,235,879178486,0
86599,881,238,876537679,0
38483,374,554,880938370,0
98256,910,3,881421019,0
68604,896,161,887159302,0
38801,443,678,883504818,0
8795,249,684,879641285,1
95636,936,319,886831576,1
84641,717,121,884642762,0
14531,303,26,879468307,1
71008,892,174,886608616,1
28456,405,548,885549095,0
80344,551,1220,892784524,1
8213,144,274,888104382,0
89593,708,981,892719304,0
46423,629,182,880116818,1
30021,24,8,875323002,1
81328,721,269,877135269,1
37966,405,585,885547447,0
8269,22,999,878886902,1
98565,661,169,876017294,1
97367,225,479,879539614,1
13517,201,531,884113949,0
24933,397,483,885349715,1
82154,230,422,880485633,0
74759,615,97,879448759,1
70767,429,234,882386566,1
77637,752,307,891208451,1
59968,608,508,880406593,1
18575,270,740,876954062,1
20209,374,120,882158147,0
46385,535,98,879617977,0
33886,174,843,886515551,0
83409,826,265,885690526,1
59100,686,135,879547276,1
19742,378,172,880045886,1
9977,147,340,885593965,1
57249,807,1,892528231,1
92453,9,385,886960055,1
48151,656,344,892318520,1
2547,165,325,879525672,1
17719,69,508,882072920,1
6445,77,181,884732278,0
87021,934,316,891188727,1
39067,527,479,879455707,1
66442,712,196,874730396,1
85633,378,313,889665301,1
54121,697,336,882621523,0
39845,181,756,878962866,0
74139,268,273,875742470,0
14711,222,160,878182154,0
50063,618,125,891308704,0
55115,537,238,886030966,1
54023,611,887,891636125,0
37237,590,276,879439645,1
63777,804,181,879440947,1
67737,339,396,891036316,1
21921,429,806,882384950,0
8230,11,135,891904335,1
76813,813,680,883752660,0
59194,780,172,891363723,1
83590,931,909,891037521,1
4411,1,80,876893008,1
62938,592,1010,882608357,1
78968,698,483,886367133,0
53057,472,2,892790676,1
37687,551,715,892785128,0
4938,94,227,891722759,0
65520,834,117,890862386,1
50814,664,770,876526659,1
2758,187,116,879464978,1
97478,547,751,891282597,1
74019,788,1112,880870428,0
75590,652,307,882566890,1
97118,435,635,884133544,0
20070,314,1473,877891089,1
39262,235,1193,889655232,1
10342,6,488,883601426,1
77516,402,168,876267206,1
8965,182,172,876435435,1
40199,303,70,879467739,1
42454,385,428,879442706,0
1372,244,662,880606533,0
8074,363,189,891495070,1
70137,882,195,879867568,1
95485,907,553,880160056,1
27822,41,318,890687353,1
68107,536,228,882359863,1
23352,457,471,882393421,1
985,201,518,884112201,1
48541,666,591,880313604,0
55845,423,748,891394985,0
80953,708,151,892719211,1
21668,378,176,880046362,1
37634,23,156,877817091,0
78036,177,327,880130467,0
88567,507,754,889964121,1
78141,932,459,891250944,1
93192,557,739,881179539,0
8150,330,50,876544366,1
88694,846,67,883950252,1
9830,179,272,892151202,1
1018,210,204,887730676,1
84309,823,427,878439038,1
63998,840,513,891204295,1
25324,236,496,890116499,0
99624,717,591,884642297,1
40333,222,44,881059877,0
70884,276,540,874792519,0
51018,472,239,875982398,1
9518,95,204,879197562,1
73459,933,451,874938507,0
96583,918,42,891987059,0
25876,343,530,876405633,1
97580,639,863,891239702,1
4771,13,428,882140588,1
67973,918,204,891987317,0
27242,13,321,882140740,0
1116,297,233,875239914,0
84201,442,313,883387916,0
37000,561,13,885810060,0
28799,472,97,875981281,0
13069,313,665,891028323,1
330,128,204,879967478,1
7132,58,237,884304396,1
90703,295,941,879518359,1
91422,712,946,874730521,1
71630,696,302,886403632,1
2255,57,756,883697730,0
80892,524,269,884287379,1
98743,666,91,880139409,0
34376,21,874,874951005,0
2065,293,779,888908066,0
12618,383,321,891192376,1
7372,276,229,874792483,0
91220,880,1017,880175077,0
5510,21,106,874951447,0
64937,796,1041,893047287,1
97433,758,320,881976061,1
47360,698,485,886367473,1
81613,276,172,874792435,1
34554,175,508,877107712,0
55417,747,79,888640392,1
96928,939,274,880261334,1
56687,595,235,886921392,0
26840,500,133,883875681,0
36458,59,746,888204642,1
30597,540,50,882156948,1
6151,286,815,876521966,0
81273,378,1092,880332683,0
60251,379,257,880741811,1
62553,69,172,882145548,1
943,7,472,891353357,0
90552,144,183,888105140,1
5923,210,501,887736998,1
28608,425,597,878739095,0
80579,425,64,878738245,1
9700,339,673,891034071,1
33940,561,1119,885810144,0
29843,329,185,891656347,0
8856,311,510,884366545,1
57088,648,193,884628607,1
3948,44,202,878347315,1
76419,605,12,881016144,1
31622,392,255,891038224,0
51633,498,449,881961932,0
34752,312,166,891698391,1
81431,940,792,885921892,0
4609,178,655,882827247,1
35112,95,586,881599672,0
4690,286,248,875806800,1
76647,805,50,879971214,1
31944,347,258,881652077,1
90160,826,651,885690526,1
74605,535,265,879619144,0
27356,183,1159,891479702,0
76296,705,82,883427663,1
39432,332,651,888098060,1
70457,270,185,876955938,1
134,216,658,880245029,0
150,299,955,889502823,1
5314,244,596,880604735,1
43214,655,32,887426900,1
42505,543,566,877545605,1
49809,552,748,879220651,1
25686,206,748,888179833,1
90542,430,298,877225547,0
5256,324,597,880575493,1
33047,11,727,891904335,0
60266,763,97,878919153,0
6648,295,153,879517324,1
42141,622,568,882592449,1
86476,846,700,883950605,0
70155,589,333,883352402,1
94740,683,331,893283728,0
52997,487,258,883440613,1
97555,896,427,887158384,1
86806,239,186,889179253,0
42403,641,83,879370119,1
20657,379,517,888044628,1
84758,798,418,875639212,1
6556,351,340,879481424,0
87322,851,8,875731776,1
51665,715,159,875964330,0
31206,497,38,879310965,0
96665,787,345,888979007,0
91952,834,13,890862648,0
96541,486,825,879875188,0
20068,199,508,883782899,1
67330,184,313,889906905,1
57476,833,831,875297256,0
62526,286,931,876522340,1
905,20,208,879669401,0
48919,660,120,891198996,0
68940,109,63,880582679,0
681,311,432,884365485,1
49505,232,423,888549595,1
820,1,265,878542441,1
76268,863,342,889289241,0
92060,927,25,879177403,0
65818,913,357,880824372,1
71491,693,56,875483268,1
46046,244,126,880604302,1
61511,560,278,879976892,0
52053,497,849,879310913,0
64741,72,526,880037164,1
87662,104,471,888465290,0
690,222,49,878183512,0
27390,463,993,877387935,0
62587,174,724,886453169,1
23895,417,715,879648656,0
98566,450,584,882397223,1
25246,399,1184,882344638,0
9979,12,753,879960679,1
24480,449,171,880410599,1
6966,272,772,879455220,0
48955,474,659,887925187,1
56737,533,257,882195275,1
29435,535,39,879617574,1
47509,245,300,888513026,1
56124,771,707,880659507,1
56917,778,238,890725804,0
78203,715,462,875963998,1
7302,184,52,889910034,1
1366,58,709,884304812,1
79461,788,326,880867477,1
76334,653,780,880606620,0
62616,847,1160,878939153,1
47436,655,1462,887429077,0
94189,592,203,882956276,1
41748,624,285,879792557,1
47422,708,938,892718896,0
30942,35,358,875459073,0
32409,405,1478,885546636,0
42253,655,576,888893313,0
22684,279,398,875310764,1
45402,616,1313,891224840,1
10271,99,322,885678499,0
30113,301,426,882076967,1
89408,879,751,887760879,0
20395,399,364,882350813,1
37023,78,813,879633745,0
64585,804,419,879444624,0
34244,471,151,889828154,0
40740,659,646,891332122,1
50825,561,131,885808929,1
99013,178,220,882827247,0
97620,605,111,879425663,0
41780,659,602,891385986,1
97459,747,194,888639222,0
37027,181,409,878963276,0
71335,844,1099,877387391,0
90856,846,182,883948089,1
45509,653,378,890181185,0
13924,293,419,888906699,0
20915,342,727,875320082,0
73476,883,506,891754950,1
65432,883,256,891692713,1
63356,70,684,884149646,0
53321,497,202,878760023,1
54291,748,319,879454107,0
926,72,568,880037203,1
77350,854,23,882813647,1
96768,889,705,880178287,1
34724,222,642,878181421,0
12925,294,1007,877819761,1
34119,309,304,877370319,0
75438,797,948,879439230,0
66660,61,751,891206274,0
80517,937,93,876780336,1
1054,144,125,888104191,1
97713,882,4,879868118,1
58889,239,647,889180651,1
58064,807,450,893082931,1
9836,340,265,884990470,1
28567,429,179,882385012,0
84563,233,135,877661881,1
72364,486,1176,879874388,0
34342,354,1511,891216575,1
49587,715,156,875964438,1
62706,844,50,877388182,1
36325,387,732,886484215,0
62770,466,1607,890284231,1
66702,886,182,876031932,1
47912,735,258,876697561,1
79476,925,333,884717790,0
